AstroVIEW X
Type, Original
Time, 01/01/2002 12:40:04 AM
Compression, 1
Pre Sample Rate, 2000000
Post Sample Rate, 2000000
Size, 6010
Trigger, 3000001
Recorder Type, DASH 8HF
Amp Type, Isolated, Isolated, Isolated, Isolated
2534714 ,-0.03077           ,-0.01598           ,-0.01995           ,-0.02155           
2534715 ,-0.02290           ,-0.00377           ,-0.01085           ,-0.00667           
2534716 ,-0.01027           ,0.00455            ,0.00077            ,0.00595            
2534717 ,-0.00383           ,0.00232            ,0.00405            ,0.00703            
2534718 ,-0.00525           ,-0.00600           ,-0.00475           ,-0.00557           
2534719 ,-0.01315           ,-0.01465           ,-0.01730           ,-0.02218           
2534720 ,-0.02350           ,-0.01935           ,-0.02190           ,-0.02913           
2534721 ,-0.02987           ,-0.01567           ,-0.01908           ,-0.02237           
2534722 ,-0.02327           ,-0.00427           ,-0.01143           ,-0.00907           
2534723 ,-0.01122           ,0.00345            ,-0.00110           ,0.00280            
2534724 ,-0.00385           ,0.00185            ,0.00215            ,0.00448            
2534725 ,-0.00457           ,-0.00555           ,-0.00583           ,-0.00655           
2534726 ,-0.01058           ,-0.01332           ,-0.01687           ,-0.02165           
2534727 ,-0.01917           ,-0.01758           ,-0.02093           ,-0.02875           
2534728 ,-0.02572           ,-0.01445           ,-0.01808           ,-0.02268           
2534729 ,-0.02187           ,-0.00488           ,-0.01132           ,-0.01085           
2534730 ,-0.01120           ,0.00145            ,-0.00202           ,-0.00017           
2534731 ,-0.00422           ,0.00005            ,0.00112            ,0.00248            
2534732 ,-0.00462           ,-0.00633           ,-0.00633           ,-0.00705           
2534733 ,-0.00985           ,-0.01330           ,-0.01670           ,-0.02075           
2534734 ,-0.01680           ,-0.01677           ,-0.02063           ,-0.02720           
2534735 ,-0.02263           ,-0.01382           ,-0.01795           ,-0.02122           
2534736 ,-0.02187           ,-0.00500           ,-0.01180           ,-0.01030           
2534737 ,-0.01367           ,0.00023            ,-0.00305           ,-0.00045           
2534738 ,-0.00727           ,-0.00148           ,0.00027            ,0.00215            
2534739 ,-0.00783           ,-0.00710           ,-0.00672           ,-0.00550           
2534740 ,-0.01203           ,-0.01315           ,-0.01645           ,-0.01800           
2534741 ,-0.01743           ,-0.01640           ,-0.01920           ,-0.02460           
2534742 ,-0.02253           ,-0.01385           ,-0.01637           ,-0.01917           
2534743 ,-0.02330           ,-0.00598           ,-0.01085           ,-0.00958           
2534744 ,-0.01625           ,-0.00148           ,-0.00315           ,-0.00162           
2534745 ,-0.00930           ,-0.00350           ,-0.00090           ,0.00107            
2534746 ,-0.00885           ,-0.00875           ,-0.00760           ,-0.00622           
2534747 ,-0.01195           ,-0.01382           ,-0.01677           ,-0.01787           
2534748 ,-0.01580           ,-0.01615           ,-0.01877           ,-0.02475           
2534749 ,-0.01958           ,-0.01330           ,-0.01558           ,-0.02037           
2534750 ,-0.02195           ,-0.00575           ,-0.01048           ,-0.01155           
2534751 ,-0.01640           ,-0.00270           ,-0.00405           ,-0.00475           
2534752 ,-0.01003           ,-0.00498           ,-0.00255           ,-0.00280           
2534753 ,-0.00927           ,-0.00967           ,-0.00872           ,-0.00885           
2534754 ,-0.01143           ,-0.01345           ,-0.01700           ,-0.01927           
2534755 ,-0.01380           ,-0.01467           ,-0.01822           ,-0.02510           
2534756 ,-0.01717           ,-0.01162           ,-0.01488           ,-0.02037           
2534757 ,-0.02120           ,-0.00443           ,-0.01005           ,-0.01200           
2534758 ,-0.01832           ,-0.00248           ,-0.00435           ,-0.00638           
2534759 ,-0.01280           ,-0.00570           ,-0.00340           ,-0.00507           
2534760 ,-0.01150           ,-0.01030           ,-0.00950           ,-0.01045           
2534761 ,-0.01332           ,-0.01338           ,-0.01708           ,-0.01893           
2534762 ,-0.01420           ,-0.01393           ,-0.01793           ,-0.02342           
2534763 ,-0.01565           ,-0.01103           ,-0.01443           ,-0.01837           
2534764 ,-0.01872           ,-0.00400           ,-0.00945           ,-0.01015           
2534765 ,-0.01858           ,-0.00202           ,-0.00455           ,-0.00575           
2534766 ,-0.01577           ,-0.00620           ,-0.00440           ,-0.00570           
2534767 ,-0.01505           ,-0.01093           ,-0.01075           ,-0.01027           
2534768 ,-0.01595           ,-0.01360           ,-0.01760           ,-0.01790           
2534769 ,-0.01517           ,-0.01332           ,-0.01748           ,-0.02158           
2534770 ,-0.01453           ,-0.00980           ,-0.01358           ,-0.01635           
2534771 ,-0.01625           ,-0.00312           ,-0.00862           ,-0.00875           
2534772 ,-0.01715           ,-0.00193           ,-0.00415           ,-0.00548           
2534773 ,-0.01498           ,-0.00662           ,-0.00435           ,-0.00662           
2534774 ,-0.01438           ,-0.01227           ,-0.01045           ,-0.01182           
2534775 ,-0.01560           ,-0.01450           ,-0.01640           ,-0.01782           
2534776 ,-0.01435           ,-0.01360           ,-0.01472           ,-0.02008           
2534777 ,-0.01295           ,-0.00917           ,-0.00990           ,-0.01488           
2534778 ,-0.01455           ,-0.00255           ,-0.00465           ,-0.00760           
2534779 ,-0.01755           ,-0.00205           ,-0.00090           ,-0.00520           
2534780 ,-0.01735           ,-0.00800           ,-0.00338           ,-0.00705           
2534781 ,-0.01710           ,-0.01403           ,-0.01115           ,-0.01185           
2534782 ,-0.01758           ,-0.01582           ,-0.01760           ,-0.01715           
2534783 ,-0.01488           ,-0.01388           ,-0.01587           ,-0.01863           
2534784 ,-0.01155           ,-0.00893           ,-0.01038           ,-0.01343           
2534785 ,-0.01115           ,-0.00202           ,-0.00522           ,-0.00640           
2534786 ,-0.01550           ,-0.00198           ,-0.00120           ,-0.00460           
2534787 ,-0.01725           ,-0.00872           ,-0.00393           ,-0.00803           
2534788 ,-0.01787           ,-0.01530           ,-0.01240           ,-0.01388           
2534789 ,-0.01800           ,-0.01650           ,-0.01867           ,-0.01930           
2534790 ,-0.01425           ,-0.01330           ,-0.01600           ,-0.02027           
2534791 ,-0.00972           ,-0.00753           ,-0.00965           ,-0.01425           
2534792 ,-0.00857           ,-0.00040           ,-0.00438           ,-0.00698           
2534793 ,-0.01380           ,0.00018            ,-0.00050           ,-0.00515           
2534794 ,-0.01717           ,-0.00735           ,-0.00398           ,-0.01000           
2534795 ,-0.01882           ,-0.01485           ,-0.01377           ,-0.01680           
2534796 ,-0.01932           ,-0.01600           ,-0.02090           ,-0.02150           
2534797 ,-0.01595           ,-0.01253           ,-0.01863           ,-0.02135           
2534798 ,-0.01082           ,-0.00640           ,-0.01180           ,-0.01427           
2534799 ,-0.00907           ,0.00110            ,-0.00638           ,-0.00607           
2534800 ,-0.01380           ,0.00110            ,-0.00243           ,-0.00412           
2534801 ,-0.01905           ,-0.00740           ,-0.00620           ,-0.00970           
2534802 ,-0.02195           ,-0.01643           ,-0.01640           ,-0.01740           
2534803 ,-0.02275           ,-0.01817           ,-0.02358           ,-0.02185           
2534804 ,-0.01917           ,-0.01393           ,-0.02035           ,-0.02105           
2534805 ,-0.01272           ,-0.00690           ,-0.01295           ,-0.01403           
2534806 ,-0.00905           ,0.00070            ,-0.00698           ,-0.00565           
2534807 ,-0.01235           ,0.00055            ,-0.00285           ,-0.00343           
2534808 ,-0.01940           ,-0.00855           ,-0.00677           ,-0.00980           
2534809 ,-0.02322           ,-0.01843           ,-0.01715           ,-0.01793           
2534810 ,-0.02342           ,-0.02025           ,-0.02453           ,-0.02240           
2534811 ,-0.01915           ,-0.01505           ,-0.02090           ,-0.02065           
2534812 ,-0.01250           ,-0.00707           ,-0.01270           ,-0.01322           
2534813 ,-0.00867           ,0.00127            ,-0.00598           ,-0.00448           
2534814 ,-0.01180           ,0.00112            ,-0.00145           ,-0.00255           
2534815 ,-0.02058           ,-0.00798           ,-0.00533           ,-0.00922           
2534816 ,-0.02637           ,-0.01875           ,-0.01725           ,-0.01937           
2534817 ,-0.02710           ,-0.02077           ,-0.02600           ,-0.02510           
2534818 ,-0.02240           ,-0.01525           ,-0.02227           ,-0.02287           
2534819 ,-0.01340           ,-0.00633           ,-0.01315           ,-0.01408           
2534820 ,-0.00703           ,0.00275            ,-0.00527           ,-0.00443           
2534821 ,-0.00750           ,0.00315            ,0.00007            ,-0.00180           
2534822 ,-0.01693           ,-0.00655           ,-0.00395           ,-0.00850           
2534823 ,-0.02460           ,-0.01882           ,-0.01650           ,-0.01932           
2534824 ,-0.02672           ,-0.02190           ,-0.02600           ,-0.02515           
2534825 ,-0.02218           ,-0.01600           ,-0.02227           ,-0.02227           
2534826 ,-0.01332           ,-0.00667           ,-0.01275           ,-0.01332           
2534827 ,-0.00562           ,0.00300            ,-0.00515           ,-0.00312           
2534828 ,-0.00567           ,0.00395            ,0.00007            ,0.00032            
2534829 ,-0.01520           ,-0.00557           ,-0.00417           ,-0.00677           
2534830 ,-0.02577           ,-0.01858           ,-0.01755           ,-0.01935           
2534831 ,-0.02982           ,-0.02255           ,-0.02760           ,-0.02655           
2534832 ,-0.02510           ,-0.01735           ,-0.02427           ,-0.02310           
2534833 ,-0.01567           ,-0.00762           ,-0.01435           ,-0.01312           
2534834 ,-0.00700           ,0.00243            ,-0.00570           ,-0.00235           
2534835 ,-0.00538           ,0.00378            ,-0.00020           ,0.00080            
2534836 ,-0.01440           ,-0.00567           ,-0.00390           ,-0.00648           
2534837 ,-0.02708           ,-0.01943           ,-0.01755           ,-0.01937           
2534838 ,-0.03232           ,-0.02460           ,-0.02885           ,-0.02763           
2534839 ,-0.02777           ,-0.01927           ,-0.02613           ,-0.02527           
2534840 ,-0.01810           ,-0.00862           ,-0.01590           ,-0.01563           
2534841 ,-0.00833           ,0.00235            ,-0.00660           ,-0.00400           
2534842 ,-0.00488           ,0.00473            ,-0.00017           ,0.00002            
2534843 ,-0.01262           ,-0.00445           ,-0.00375           ,-0.00657           
2534844 ,-0.02698           ,-0.01882           ,-0.01808           ,-0.01920           
2534845 ,-0.03355           ,-0.02592           ,-0.03023           ,-0.02818           
2534846 ,-0.02910           ,-0.02127           ,-0.02775           ,-0.02577           
2534847 ,-0.01903           ,-0.01015           ,-0.01717           ,-0.01580           
2534848 ,-0.00907           ,0.00175            ,-0.00715           ,-0.00388           
2534849 ,-0.00555           ,0.00457            ,-0.00015           ,0.00105            
2534850 ,-0.01230           ,-0.00400           ,-0.00338           ,-0.00515           
2534851 ,-0.02737           ,-0.01822           ,-0.01737           ,-0.01898           
2534852 ,-0.03570           ,-0.02625           ,-0.02992           ,-0.02937           
2534853 ,-0.03218           ,-0.02315           ,-0.02823           ,-0.02753           
2534854 ,-0.02175           ,-0.01225           ,-0.01753           ,-0.01695           
2534855 ,-0.01067           ,0.00007            ,-0.00745           ,-0.00472           
2534856 ,-0.00488           ,0.00398            ,0.00037            ,0.00087            
2534857 ,-0.00985           ,-0.00377           ,-0.00212           ,-0.00520           
2534858 ,-0.02545           ,-0.01820           ,-0.01582           ,-0.01890           
2534859 ,-0.03608           ,-0.02687           ,-0.02918           ,-0.03027           
2534860 ,-0.03345           ,-0.02448           ,-0.02840           ,-0.02950           
2534861 ,-0.02272           ,-0.01375           ,-0.01805           ,-0.01908           
2534862 ,-0.01170           ,-0.00050           ,-0.00743           ,-0.00555           
2534863 ,-0.00493           ,0.00445            ,0.00080            ,0.00145            
2534864 ,-0.00840           ,-0.00275           ,-0.00098           ,-0.00375           
2534865 ,-0.02375           ,-0.01713           ,-0.01443           ,-0.01705           
2534866 ,-0.03680           ,-0.02622           ,-0.02837           ,-0.02932           
2534867 ,-0.03568           ,-0.02463           ,-0.02830           ,-0.02973           
2534868 ,-0.02518           ,-0.01395           ,-0.01858           ,-0.02000           
2534869 ,-0.01382           ,-0.00065           ,-0.00705           ,-0.00645           
2534870 ,-0.00607           ,0.00478            ,0.00160            ,0.00150            
2534871 ,-0.00795           ,-0.00157           ,0.00010            ,-0.00245           
2534872 ,-0.02177           ,-0.01567           ,-0.01290           ,-0.01527           
2534873 ,-0.03663           ,-0.02610           ,-0.02675           ,-0.02830           
2534874 ,-0.03730           ,-0.02608           ,-0.02842           ,-0.03095           
2534875 ,-0.02725           ,-0.01643           ,-0.01913           ,-0.02208           
2534876 ,-0.01490           ,-0.00310           ,-0.00812           ,-0.00785           
2534877 ,-0.00567           ,0.00318            ,0.00093            ,0.00160            
2534878 ,-0.00477           ,-0.00238           ,0.00002            ,-0.00115           
2534879 ,-0.01627           ,-0.01572           ,-0.01258           ,-0.01450           
2534880 ,-0.03323           ,-0.02575           ,-0.02713           ,-0.02803           
2534881 ,-0.03687           ,-0.02642           ,-0.02937           ,-0.03135           
2534882 ,-0.02722           ,-0.01722           ,-0.02065           ,-0.02325           
2534883 ,-0.01482           ,-0.00298           ,-0.00950           ,-0.00950           
2534884 ,-0.00543           ,0.00460            ,0.00027            ,0.00045            
2534885 ,-0.00448           ,0.00035            ,0.00020            ,-0.00170           
2534886 ,-0.01462           ,-0.01282           ,-0.01210           ,-0.01445           
2534887 ,-0.03120           ,-0.02342           ,-0.02663           ,-0.02755           
2534888 ,-0.03635           ,-0.02553           ,-0.02987           ,-0.03132           
2534889 ,-0.02795           ,-0.01735           ,-0.02232           ,-0.02430           
2534890 ,-0.01640           ,-0.00357           ,-0.01115           ,-0.01125           
2534891 ,-0.00712           ,0.00437            ,-0.00085           ,-0.00138           
2534892 ,-0.00445           ,0.00060            ,-0.00005           ,-0.00257           
2534893 ,-0.01282           ,-0.01230           ,-0.01180           ,-0.01382           
2534894 ,-0.02892           ,-0.02335           ,-0.02585           ,-0.02677           
2534895 ,-0.03597           ,-0.02585           ,-0.02935           ,-0.03192           
2534896 ,-0.02863           ,-0.01850           ,-0.02235           ,-0.02603           
2534897 ,-0.01703           ,-0.00538           ,-0.01138           ,-0.01315           
2534898 ,-0.00785           ,0.00243            ,-0.00110           ,-0.00200           
2534899 ,-0.00448           ,-0.00035           ,0.00040            ,-0.00115           
2534900 ,-0.01093           ,-0.01225           ,-0.01065           ,-0.01195           
2534901 ,-0.02603           ,-0.02208           ,-0.02427           ,-0.02468           
2534902 ,-0.03640           ,-0.02527           ,-0.02837           ,-0.03085           
2534903 ,-0.03165           ,-0.01917           ,-0.02222           ,-0.02637           
2534904 ,-0.02013           ,-0.00643           ,-0.01255           ,-0.01470           
2534905 ,-0.01048           ,0.00145            ,-0.00250           ,-0.00275           
2534906 ,-0.00570           ,-0.00062           ,-0.00060           ,-0.00080           
2534907 ,-0.01058           ,-0.01200           ,-0.01035           ,-0.01062           
2534908 ,-0.02458           ,-0.02153           ,-0.02360           ,-0.02310           
2534909 ,-0.03645           ,-0.02455           ,-0.02742           ,-0.02918           
2534910 ,-0.03318           ,-0.01943           ,-0.02232           ,-0.02595           
2534911 ,-0.02242           ,-0.00757           ,-0.01332           ,-0.01560           
2534912 ,-0.01295           ,0.00070            ,-0.00340           ,-0.00425           
2534913 ,-0.00712           ,-0.00040           ,-0.00120           ,-0.00165           
2534914 ,-0.01000           ,-0.01058           ,-0.01053           ,-0.01048           
2534915 ,-0.02248           ,-0.01963           ,-0.02303           ,-0.02232           
2534916 ,-0.03482           ,-0.02320           ,-0.02687           ,-0.02830           
2534917 ,-0.03370           ,-0.01967           ,-0.02265           ,-0.02598           
2534918 ,-0.02395           ,-0.00883           ,-0.01432           ,-0.01698           
2534919 ,-0.01425           ,-0.00060           ,-0.00450           ,-0.00585           
2534920 ,-0.00910           ,-0.00135           ,-0.00160           ,-0.00275           
2534921 ,-0.01190           ,-0.01095           ,-0.01055           ,-0.01015           
2534922 ,-0.02245           ,-0.01940           ,-0.02275           ,-0.02120           
2534923 ,-0.03387           ,-0.02282           ,-0.02650           ,-0.02748           
2534924 ,-0.03485           ,-0.02000           ,-0.02280           ,-0.02637           
2534925 ,-0.02685           ,-0.01032           ,-0.01500           ,-0.01872           
2534926 ,-0.01767           ,-0.00215           ,-0.00512           ,-0.00815           
2534927 ,-0.01167           ,-0.00212           ,-0.00155           ,-0.00472           
2534928 ,-0.01288           ,-0.01043           ,-0.00955           ,-0.01158           
2534929 ,-0.02182           ,-0.01827           ,-0.02187           ,-0.02187           
2534930 ,-0.03300           ,-0.02187           ,-0.02553           ,-0.02750           
2534931 ,-0.03518           ,-0.01980           ,-0.02272           ,-0.02680           
2534932 ,-0.02800           ,-0.01153           ,-0.01675           ,-0.02060           
2534933 ,-0.01855           ,-0.00380           ,-0.00800           ,-0.01027           
2534934 ,-0.01282           ,-0.00293           ,-0.00435           ,-0.00575           
2534935 ,-0.01277           ,-0.00982           ,-0.01108           ,-0.01100           
2534936 ,-0.02000           ,-0.01667           ,-0.02190           ,-0.02020           
2534937 ,-0.03013           ,-0.01977           ,-0.02453           ,-0.02535           
2534938 ,-0.03508           ,-0.01827           ,-0.02163           ,-0.02537           
2534939 ,-0.02992           ,-0.01105           ,-0.01655           ,-0.02130           
2534940 ,-0.02115           ,-0.00372           ,-0.00865           ,-0.01215           
2534941 ,-0.01493           ,-0.00267           ,-0.00570           ,-0.00688           
2534942 ,-0.01395           ,-0.00927           ,-0.01215           ,-0.01130           
2534943 ,-0.01935           ,-0.01593           ,-0.02208           ,-0.01950           
2534944 ,-0.02740           ,-0.01887           ,-0.02420           ,-0.02453           
2534945 ,-0.03345           ,-0.01763           ,-0.02077           ,-0.02568           
2534946 ,-0.02982           ,-0.01165           ,-0.01577           ,-0.02353           
2534947 ,-0.02205           ,-0.00530           ,-0.00838           ,-0.01522           
2534948 ,-0.01608           ,-0.00405           ,-0.00483           ,-0.00898           
2534949 ,-0.01453           ,-0.01022           ,-0.01035           ,-0.01170           
2534950 ,-0.01872           ,-0.01610           ,-0.01977           ,-0.01848           
2534951 ,-0.02520           ,-0.01855           ,-0.02263           ,-0.02308           
2534952 ,-0.03127           ,-0.01717           ,-0.02050           ,-0.02410           
2534953 ,-0.03040           ,-0.01195           ,-0.01693           ,-0.02335           
2534954 ,-0.02363           ,-0.00703           ,-0.01038           ,-0.01670           
