"P0",
505,-10.5202
506,-10.5961
507,-10.5826
508,-10.5164
509,-10.552
510,-10.5858
511,-10.5244
512,-10.5329
513,-10.5926
514,-10.5785
515,-10.6161
516,-10.6435
517,-10.6838
518,-10.7354
519,-10.6773
520,-10.6468
521,-10.7018
522,-10.6918
523,-10.6923
524,-10.7066
525,-10.7402
526,-10.8052
527,-10.8033
528,-10.802
529,-10.8429
530,-10.8289
531,-10.8277
532,-10.8884
533,-10.9262
534,-10.9467
535,-11.0104
536,-11.004
537,-11.0307
538,-11.0159
539,-11.0851
540,-11.113
541,-11.1108
542,-11.0838
543,-11.1962
544,-11.1755
545,-11.1169
546,-11.1448
547,-11.2732
548,-11.243
549,-11.2828
550,-11.2948
551,-11.3249
552,-11.3372
553,-11.2841
554,-11.2866
555,-11.3123
556,-11.2816
557,-11.3605
558,-11.3176
559,-11.369
560,-11.3658
561,-11.3333
562,-11.3597
563,-11.3824
564,-11.4298
565,-11.4649
566,-11.4416
567,-11.4875
568,-11.5119
569,-11.5014
570,-11.4993
571,-11.5084
572,-11.5221
573,-11.5301
574,-11.4938
575,-11.5588
576,-11.6585
577,-11.5925
578,-11.6041
579,-11.6486
580,-11.5935
581,-11.6582
582,-11.6254
583,-11.6773
584,-11.7163
585,-11.6849
586,-11.6451
587,-11.6977
588,-11.7153
589,-11.6906
590,-11.6545
591,-11.6647
592,-11.697
593,-11.6901
594,-11.6807
595,-11.7053
596,-11.7074
597,-11.7058
598,-11.6595
599,-11.6884
600,-11.7205
601,-11.7044
602,-11.6658
603,-11.6705
604,-11.7585
605,-11.657
606,-11.6068
607,-11.6773
608,-11.6427
609,-11.63
610,-11.6362
611,-11.6996
612,-11.647
613,-11.6414
614,-11.6492
615,-11.6957
616,-11.659
617,-11.6318
618,-11.6669
619,-11.6693
620,-11.6387
621,-11.606
622,-11.5948
623,-11.6184
624,-11.5903
625,-11.5617
626,-11.5285
627,-11.5345
628,-11.5445
629,-11.6348
630,-11.6058
631,-11.5509
632,-11.5764
633,-11.5236
634,-11.4778
635,-11.4868
636,-11.5274
637,-11.4954
638,-11.4799
639,-11.4783
640,-11.4993
641,-11.4326
642,-11.4664
643,-11.4247
644,-11.4113
645,-11.4254
646,-11.439
647,-11.4368
648,-11.3975
649,-11.4423
650,-11.4389
651,-11.4528
652,-11.4391
653,-11.4422
654,-11.4213
655,-11.433
656,-11.4133
657,-11.355
658,-11.4024
659,-11.3222
660,-11.3072
661,-11.3028
662,-11.369
663,-11.3417
664,-11.2837
665,-11.3048
666,-11.3566
667,-11.3639
668,-11.2927
669,-11.3445
670,-11.386
671,-11.324
672,-11.3029
673,-11.3067
674,-11.3432
675,-11.3381
676,-11.299
677,-11.3641
678,-11.3634
679,-11.3894
680,-11.3756
681,-11.3938
682,-11.4074
683,-11.4178
684,-11.3657
685,-11.4363
686,-11.474
687,-11.4859
688,-11.4705
689,-11.4974
690,-11.5032
691,-11.5365
692,-11.5201
693,-11.5472
694,-11.5976
695,-11.5745
696,-11.6121
697,-11.6358
698,-11.6205
699,-11.6778
700,-11.681
701,-11.702
702,-11.703
703,-11.7237
704,-11.7929
705,-11.7977
706,-11.7985
707,-11.7988
708,-11.8397
709,-11.832
710,-11.8231
711,-11.844
712,-11.8838
713,-11.8603
714,-11.9077
715,-11.9544
716,-11.9435
717,-11.9452
718,-12.0184
719,-12.0233
720,-12.0243
721,-12.029
722,-12.1115
723,-12.0813
724,-12.0485
725,-12.1037
726,-12.1273
727,-12.1579
728,-12.1645
729,-12.2113
730,-12.2249
731,-12.2272
732,-12.2928
733,-12.313
734,-12.2976
735,-12.2993
736,-12.3525
737,-12.3585
738,-12.3818
739,-12.3918
740,-12.4109
741,-12.4259
742,-12.4487
743,-12.4725
744,-12.4383
745,-12.4447
746,-12.4952
747,-12.4881
748,-12.4695
749,-12.5324
750,-12.5287
751,-12.5174
752,-12.5394
753,-12.5538
754,-12.5713
755,-12.5224
756,-12.5729
757,-12.5837
758,-12.5972
759,-12.5912
760,-12.6063
761,-12.612
762,-12.6199
763,-12.6269
764,-12.6032
765,-12.6283
766,-12.665
767,-12.6374
768,-12.6247
769,-12.6722
770,-12.6634
771,-12.6859
772,-12.6596
773,-12.6886
774,-12.6759
775,-12.6606
776,-12.6805
777,-12.659
778,-12.6678
779,-12.6897
780,-12.6873
781,-12.6604
782,-12.6601
783,-12.6965
784,-12.6764
785,-12.6516
786,-12.6705
787,-12.691
788,-12.6744
789,-12.683
790,-12.6812
791,-12.6814
792,-12.6905
793,-12.695
794,-12.7019
795,-12.6998
796,-12.7062
797,-12.7058
798,-12.7079
799,-12.7231
800,-12.7363
801,-12.7284
802,-12.7449
803,-12.7446
804,-12.7522
805,-12.7743
806,-12.7701
807,-12.7878
808,-12.8067
809,-12.8078
810,-12.8139
811,-12.8273
812,-12.8349
813,-12.824
814,-12.8371
815,-12.8383
816,-12.8458
817,-12.856
818,-12.8523
819,-12.8781
820,-12.8641
821,-12.8448
822,-12.8741
823,-12.8843
824,-12.8914
825,-12.8797
826,-12.8962
827,-12.9105
828,-12.9037
829,-12.9236
830,-12.931
831,-12.9515
832,-12.9688
833,-12.9762
834,-12.9771
835,-13.0026
836,-13.0081
837,-13.0059
838,-13.0288
839,-13.0416
840,-13.0555
841,-13.0579
842,-13.0847
843,-13.0988
844,-13.0989
845,-13.132
846,-13.1202
847,-13.1484
848,-13.149
849,-13.1619
850,-13.1569
851,-13.1656
852,-13.1788
853,-13.1676
854,-13.197
855,-13.212
856,-13.237
857,-13.2347
858,-13.2479
859,-13.2429
860,-13.2528
861,-13.28
862,-13.2979
863,-13.295
864,-13.2787
865,-13.3059
866,-13.3032
867,-13.3168
868,-13.3137
869,-13.3245
870,-13.3414
871,-13.3497
872,-13.3551
873,-13.3639
874,-13.3851
875,-13.4095
876,-13.4178
877,-13.4158
878,-13.4486
879,-13.4735
880,-13.4557
881,-13.4616
882,-13.5224
883,-13.5222
884,-13.5174
885,-13.5411
886,-13.5501
887,-13.5553
888,-13.5679
889,-13.5742
890,-13.5787
891,-13.586
892,-13.6159
893,-13.6151
894,-13.6162
895,-13.6211
896,-13.6535
897,-13.6657
898,-13.6761
899,-13.6953
900,-13.6889
901,-13.6823
902,-13.6981
903,-13.7062
904,-13.7311
905,-13.7121
906,-13.7422
907,-13.7559
908,-13.7551
909,-13.7681
910,-13.7748
911,-13.7924
912,-13.8011
913,-13.8227
914,-13.8187
915,-13.8431
916,-13.8486
917,-13.8521
918,-13.8488
919,-13.8638
920,-13.8769
921,-13.8553
922,-13.8747
923,-13.8748
924,-13.9061
925,-13.8835
926,-13.8683
927,-13.9031
928,-13.8861
929,-13.8869
930,-13.9313
931,-13.8983
932,-13.9111
933,-13.8733
934,-13.8758
935,-13.8935
936,-13.8764
937,-13.8843
938,-13.8901
939,-13.8886
940,-13.9094
941,-13.9038
942,-13.901
943,-13.8905
944,-13.9013
945,-13.8921
946,-13.9008
947,-13.8989
948,-13.905
949,-13.904
950,-13.9187
951,-13.9225
952,-13.9047
953,-13.9465
954,-13.9049
955,-13.9055
956,-13.9176
957,-13.9209
958,-13.9483
959,-13.9344
960,-13.9333
961,-13.9566
962,-13.9358
963,-13.9431
964,-13.9458
965,-13.9412
966,-13.9221
967,-13.9113
968,-13.937
969,-13.9598
970,-13.9522
971,-13.928
972,-13.9664
973,-13.9833
974,-13.966
975,-13.9705
976,-14.0176
977,-14.0014
978,-14.0078
979,-14.0266
980,-14.0379
981,-14.0163
982,-14.0406
983,-14.0627
984,-14.0917
985,-14.0945
986,-14.0985
987,-14.1354
988,-14.1366
989,-14.1683
990,-14.1864
991,-14.1667
992,-14.1884
993,-14.2219
994,-14.1869
995,-14.2134
996,-14.2597
997,-14.2644
998,-14.2418
999,-14.2729
1000,-14.3239
