AstroVIEW X
Type, Original
Time, 01/01/2002 12:21:47 AM
Compression, 1
Pre Sample Rate, 2000000
Post Sample Rate, 2000000
Size, 6013
Trigger, 3000001
Recorder Type, DASH 8HF
Amp Type, Isolated, Isolated, Isolated, Isolated
2478352 ,0.00525            ,0.00143            ,-0.00005           ,-0.00090           
2478353 ,-0.00335           ,-0.00638           ,-0.00062           ,-0.00295           
2478354 ,-0.01262           ,-0.01267           ,-0.00660           ,-0.00840           
2478355 ,-0.00167           ,-0.00260           ,0.00210            ,-0.00288           
2478356 ,0.00528            ,0.00378            ,0.00703            ,0.00010            
2478357 ,-0.00460           ,-0.00320           ,-0.00455           ,-0.01112           
2478358 ,-0.00527           ,-0.00510           ,-0.01032           ,-0.01125           
2478359 ,0.00503            ,0.00150            ,-0.00025           ,-0.00157           
2478360 ,-0.00033           ,-0.00460           ,0.00162            ,-0.00135           
2478361 ,-0.01308           ,-0.01260           ,-0.00577           ,-0.00793           
2478362 ,-0.00485           ,-0.00485           ,0.00087            ,-0.00350           
2478363 ,0.00518            ,0.00370            ,0.00832            ,0.00160            
2478364 ,-0.00300           ,-0.00233           ,-0.00198           ,-0.00890           
2478365 ,-0.00625           ,-0.00610           ,-0.01127           ,-0.01185           
2478366 ,0.00495            ,0.00023            ,-0.00180           ,-0.00178           
2478367 ,0.00350            ,-0.00300           ,0.00268            ,0.00035            
2478368 ,-0.01243           ,-0.01165           ,-0.00512           ,-0.00695           
2478369 ,-0.00900           ,-0.00620           ,-0.00178           ,-0.00483           
2478370 ,0.00353            ,0.00390            ,0.00700            ,0.00200            
2478371 ,-0.00172           ,-0.00038           ,-0.00088           ,-0.00705           
2478372 ,-0.00712           ,-0.00638           ,-0.01272           ,-0.01238           
2478373 ,0.00343            ,-0.00117           ,-0.00417           ,-0.00380           
2478374 ,0.00525            ,-0.00243           ,0.00290            ,0.00087            
2478375 ,-0.01025           ,-0.01130           ,-0.00405           ,-0.00662           
2478376 ,-0.01125           ,-0.00855           ,-0.00257           ,-0.00690           
2478377 ,0.00165            ,0.00273            ,0.00655            ,0.00023            
2478378 ,-0.00038           ,0.00057            ,0.00060            ,-0.00648           
2478379 ,-0.00783           ,-0.00690           ,-0.01275           ,-0.01348           
2478380 ,0.00152            ,-0.00302           ,-0.00620           ,-0.00662           
2478381 ,0.00568            ,-0.00195           ,0.00300            ,0.00032            
2478382 ,-0.00762           ,-0.00967           ,-0.00307           ,-0.00657           
2478383 ,-0.01245           ,-0.00893           ,-0.00383           ,-0.00838           
2478384 ,0.00037            ,0.00190            ,0.00448            ,-0.00185           
2478385 ,0.00177            ,0.00202            ,0.00093            ,-0.00598           
2478386 ,-0.00675           ,-0.00538           ,-0.01215           ,-0.01332           
2478387 ,0.00027            ,-0.00412           ,-0.00698           ,-0.00830           
2478388 ,0.00707            ,-0.00148           ,0.00300            ,0.00025            
2478389 ,-0.00410           ,-0.00777           ,-0.00165           ,-0.00527           
2478390 ,-0.01288           ,-0.00935           ,-0.00448           ,-0.00835           
2478391 ,-0.00205           ,0.00055            ,0.00262            ,-0.00300           
2478392 ,0.00230            ,0.00255            ,0.00093            ,-0.00475           
2478393 ,-0.00595           ,-0.00465           ,-0.01085           ,-0.01217           
2478394 ,-0.00150           ,-0.00533           ,-0.00790           ,-0.00912           
2478395 ,0.00648            ,-0.00243           ,0.00235            ,-0.00040           
2478396 ,-0.00183           ,-0.00688           ,-0.00040           ,-0.00448           
2478397 ,-0.01327           ,-0.00975           ,-0.00438           ,-0.00827           
2478398 ,-0.00583           ,-0.00200           ,0.00120            ,-0.00475           
2478399 ,0.00027            ,0.00148            ,0.00148            ,-0.00493           
2478400 ,-0.00555           ,-0.00375           ,-0.00903           ,-0.01165           
2478401 ,-0.00343           ,-0.00595           ,-0.00783           ,-0.00972           
2478402 ,0.00565            ,-0.00327           ,0.00127            ,-0.00160           
2478403 ,0.00043            ,-0.00630           ,-0.00043           ,-0.00410           
2478404 ,-0.01110           ,-0.00940           ,-0.00433           ,-0.00735           
2478405 ,-0.00750           ,-0.00370           ,-0.00028           ,-0.00535           
2478406 ,-0.00080           ,0.00057            ,0.00068            ,-0.00520           
2478407 ,-0.00415           ,-0.00245           ,-0.00843           ,-0.01075           
2478408 ,-0.00372           ,-0.00555           ,-0.00833           ,-0.00938           
2478409 ,0.00400            ,-0.00372           ,-0.00045           ,-0.00243           
2478410 ,0.00155            ,-0.00612           ,-0.00080           ,-0.00365           
2478411 ,-0.00807           ,-0.00830           ,-0.00362           ,-0.00640           
2478412 ,-0.00712           ,-0.00333           ,-0.00020           ,-0.00543           
2478413 ,-0.00165           ,0.00032            ,0.00023            ,-0.00507           
2478414 ,-0.00322           ,-0.00128           ,-0.00757           ,-0.01015           
2478415 ,-0.00327           ,-0.00467           ,-0.00775           ,-0.00867           
2478416 ,0.00328            ,-0.00435           ,-0.00120           ,-0.00265           
2478417 ,0.00143            ,-0.00662           ,-0.00110           ,-0.00298           
2478418 ,-0.00577           ,-0.00770           ,-0.00280           ,-0.00555           
2478419 ,-0.00680           ,-0.00330           ,0.00002            ,-0.00530           
2478420 ,-0.00360           ,-0.00072           ,-0.00085           ,-0.00583           
2478421 ,-0.00395           ,-0.00128           ,-0.00735           ,-0.00950           
2478422 ,-0.00312           ,-0.00357           ,-0.00680           ,-0.00727           
2478423 ,0.00155            ,-0.00467           ,-0.00148           ,-0.00315           
2478424 ,0.00080            ,-0.00740           ,-0.00160           ,-0.00422           
2478425 ,-0.00517           ,-0.00735           ,-0.00278           ,-0.00557           
2478426 ,-0.00688           ,-0.00338           ,0.00032            ,-0.00457           
2478427 ,-0.00612           ,-0.00217           ,-0.00148           ,-0.00617           
2478428 ,-0.00507           ,-0.00207           ,-0.00738           ,-0.01015           
2478429 ,-0.00210           ,-0.00257           ,-0.00583           ,-0.00722           
2478430 ,0.00202            ,-0.00420           ,-0.00167           ,-0.00357           
2478431 ,0.00025            ,-0.00850           ,-0.00248           ,-0.00515           
2478432 ,-0.00405           ,-0.00777           ,-0.00285           ,-0.00525           
2478433 ,-0.00517           ,-0.00260           ,0.00100            ,-0.00333           
2478434 ,-0.00750           ,-0.00212           ,-0.00170           ,-0.00590           
2478435 ,-0.00695           ,-0.00233           ,-0.00757           ,-0.01135           
2478436 ,-0.00140           ,-0.00135           ,-0.00457           ,-0.00740           
2478437 ,0.00265            ,-0.00265           ,-0.00033           ,-0.00327           
2478438 ,0.00030            ,-0.00903           ,-0.00225           ,-0.00575           
2478439 ,-0.00255           ,-0.00817           ,-0.00238           ,-0.00583           
2478440 ,-0.00202           ,-0.00205           ,0.00285            ,-0.00285           
2478441 ,-0.00748           ,-0.00243           ,-0.00070           ,-0.00560           
2478442 ,-0.00903           ,-0.00427           ,-0.00838           ,-0.01235           
2478443 ,-0.00198           ,-0.00178           ,-0.00472           ,-0.00745           
2478444 ,0.00323            ,-0.00152           ,0.00075            ,-0.00238           
2478445 ,-0.00107           ,-0.00930           ,-0.00290           ,-0.00603           
2478446 ,-0.00320           ,-0.00925           ,-0.00348           ,-0.00683           
2478447 ,0.00000            ,-0.00115           ,0.00328            ,-0.00217           
2478448 ,-0.00665           ,-0.00178           ,0.00030            ,-0.00460           
2478449 ,-0.01145           ,-0.00557           ,-0.01010           ,-0.01405           
2478450 ,-0.00353           ,-0.00220           ,-0.00610           ,-0.00920           
2478451 ,0.00450            ,0.00005            ,0.00145            ,-0.00250           
2478452 ,-0.00162           ,-0.00958           ,-0.00272           ,-0.00635           
2478453 ,-0.00490           ,-0.01077           ,-0.00465           ,-0.00860           
2478454 ,0.00118            ,-0.00070           ,0.00337            ,-0.00270           
2478455 ,-0.00457           ,-0.00050           ,0.00098            ,-0.00375           
2478456 ,-0.01343           ,-0.00677           ,-0.01122           ,-0.01477           
2478457 ,-0.00610           ,-0.00350           ,-0.00812           ,-0.01082           
2478458 ,0.00555            ,0.00170            ,0.00200            ,-0.00195           
2478459 ,-0.00078           ,-0.00833           ,-0.00198           ,-0.00498           
2478460 ,-0.00683           ,-0.01227           ,-0.00675           ,-0.00990           
2478461 ,0.00032            ,-0.00130           ,0.00162            ,-0.00283           
2478462 ,-0.00212           ,0.00165            ,0.00105            ,-0.00172           
2478463 ,-0.01420           ,-0.00675           ,-0.01203           ,-0.01395           
2478464 ,-0.00875           ,-0.00585           ,-0.01062           ,-0.01240           
2478465 ,0.00593            ,0.00095            ,0.00190            ,-0.00148           
2478466 ,0.00040            ,-0.00775           ,-0.00065           ,-0.00325           
2478467 ,-0.00807           ,-0.01408           ,-0.00753           ,-0.01125           
2478468 ,-0.00075           ,-0.00320           ,0.00073            ,-0.00377           
2478469 ,0.00065            ,0.00310            ,0.00260            ,-0.00093           
2478470 ,-0.01420           ,-0.00567           ,-0.01080           ,-0.01355           
2478471 ,-0.01235           ,-0.00630           ,-0.01250           ,-0.01513           
2478472 ,0.00465            ,0.00145            ,0.00150            ,-0.00265           
2478473 ,0.00182            ,-0.00600           ,0.00125            ,-0.00240           
2478474 ,-0.00910           ,-0.01488           ,-0.00772           ,-0.01220           
2478475 ,-0.00220           ,-0.00530           ,-0.00093           ,-0.00538           
2478476 ,0.00250            ,0.00453            ,0.00373            ,-0.00022           
2478477 ,-0.01335           ,-0.00427           ,-0.00953           ,-0.01193           
2478478 ,-0.01595           ,-0.00760           ,-0.01382           ,-0.01677           
2478479 ,0.00262            ,0.00130            ,0.00055            ,-0.00327           
2478480 ,0.00375            ,-0.00383           ,0.00287            ,-0.00085           
2478481 ,-0.00870           ,-0.01477           ,-0.00745           ,-0.01158           
2478482 ,-0.00312           ,-0.00712           ,-0.00185           ,-0.00677           
2478483 ,0.00507            ,0.00420            ,0.00493            ,0.00027            
2478484 ,-0.00960           ,-0.00330           ,-0.00722           ,-0.00985           
2478485 ,-0.01790           ,-0.00935           ,-0.01422           ,-0.01767           
2478486 ,-0.00088           ,-0.00065           ,-0.00030           ,-0.00510           
2478487 ,0.00450            ,-0.00217           ,0.00473            ,0.00002            
2478488 ,-0.00822           ,-0.01427           ,-0.00660           ,-0.01060           
2478489 ,-0.00490           ,-0.00898           ,-0.00345           ,-0.00812           
2478490 ,0.00645            ,0.00345            ,0.00487            ,0.00023            
2478491 ,-0.00590           ,-0.00243           ,-0.00535           ,-0.00755           
2478492 ,-0.01895           ,-0.01038           ,-0.01488           ,-0.01763           
2478493 ,-0.00475           ,-0.00283           ,-0.00210           ,-0.00633           
2478494 ,0.00535            ,-0.00085           ,0.00578            ,0.00148            
2478495 ,-0.00655           ,-0.01255           ,-0.00498           ,-0.00867           
2478496 ,-0.00667           ,-0.01088           ,-0.00517           ,-0.00875           
2478497 ,0.00568            ,0.00232            ,0.00375            ,-0.00035           
2478498 ,-0.00270           ,-0.00107           ,-0.00367           ,-0.00610           
2478499 ,-0.01880           ,-0.01060           ,-0.01430           ,-0.01737           
2478500 ,-0.00793           ,-0.00540           ,-0.00462           ,-0.00872           
2478501 ,0.00485            ,-0.00100           ,0.00555            ,0.00090            
2478502 ,-0.00453           ,-0.01125           ,-0.00360           ,-0.00750           
2478503 ,-0.00788           ,-0.01203           ,-0.00665           ,-0.00985           
2478504 ,0.00435            ,0.00100            ,0.00175            ,-0.00170           
2478505 ,0.00002            ,0.00012            ,-0.00250           ,-0.00512           
2478506 ,-0.01655           ,-0.00933           ,-0.01350           ,-0.01755           
2478507 ,-0.01017           ,-0.00700           ,-0.00698           ,-0.01125           
2478508 ,0.00403            ,-0.00150           ,0.00448            ,0.00002            
2478509 ,-0.00285           ,-0.01008           ,-0.00210           ,-0.00560           
2478510 ,-0.00853           ,-0.01275           ,-0.00672           ,-0.01015           
2478511 ,0.00252            ,-0.00093           ,0.00037            ,-0.00327           
2478512 ,0.00050            ,0.00048            ,-0.00185           ,-0.00407           
2478513 ,-0.01495           ,-0.00827           ,-0.01240           ,-0.01570           
2478514 ,-0.01210           ,-0.00817           ,-0.00833           ,-0.01180           
2478515 ,0.00243            ,-0.00260           ,0.00302            ,-0.00150           
2478516 ,-0.00115           ,-0.00862           ,-0.00145           ,-0.00490           
2478517 ,-0.00765           ,-0.01210           ,-0.00643           ,-0.01025           
2478518 ,0.00175            ,-0.00202           ,-0.00102           ,-0.00525           
2478519 ,0.00207            ,0.00082            ,-0.00220           ,-0.00398           
2478520 ,-0.01170           ,-0.00615           ,-0.01135           ,-0.01495           
2478521 ,-0.01332           ,-0.00735           ,-0.00870           ,-0.01298           
2478522 ,-0.00015           ,-0.00220           ,0.00143            ,-0.00340           
2478523 ,-0.00045           ,-0.00667           ,-0.00105           ,-0.00450           
2478524 ,-0.00695           ,-0.01058           ,-0.00540           ,-0.00970           
2478525 ,0.00060            ,-0.00295           ,-0.00145           ,-0.00617           
2478526 ,0.00245            ,0.00018            ,-0.00195           ,-0.00460           
2478527 ,-0.00883           ,-0.00470           ,-0.01005           ,-0.01422           
2478528 ,-0.01325           ,-0.00677           ,-0.00817           ,-0.01282           
2478529 ,-0.00262           ,-0.00327           ,0.00012            ,-0.00515           
2478530 ,-0.00107           ,-0.00683           ,-0.00067           ,-0.00438           
2478531 ,-0.00575           ,-0.01003           ,-0.00407           ,-0.00867           
2478532 ,-0.00098           ,-0.00430           ,-0.00175           ,-0.00672           
2478533 ,0.00143            ,-0.00095           ,-0.00205           ,-0.00530           
2478534 ,-0.00640           ,-0.00398           ,-0.00890           ,-0.01353           
2478535 ,-0.01153           ,-0.00607           ,-0.00767           ,-0.01275           
2478536 ,-0.00443           ,-0.00450           ,-0.00088           ,-0.00625           
2478537 ,-0.00245           ,-0.00807           ,-0.00057           ,-0.00457           
2478538 ,-0.00512           ,-0.00970           ,-0.00285           ,-0.00777           
2478539 ,-0.00200           ,-0.00480           ,-0.00198           ,-0.00590           
2478540 ,0.00002            ,-0.00207           ,-0.00340           ,-0.00598           
2478541 ,-0.00572           ,-0.00380           ,-0.00867           ,-0.01317           
2478542 ,-0.00998           ,-0.00490           ,-0.00693           ,-0.01250           
2478543 ,-0.00645           ,-0.00475           ,-0.00120           ,-0.00733           
2478544 ,-0.00445           ,-0.00867           ,-0.00148           ,-0.00560           
2478545 ,-0.00420           ,-0.00853           ,-0.00190           ,-0.00750           
2478546 ,-0.00157           ,-0.00385           ,-0.00110           ,-0.00522           
2478547 ,-0.00117           ,-0.00250           ,-0.00370           ,-0.00677           
2478548 ,-0.00553           ,-0.00415           ,-0.00885           ,-0.01367           
2478549 ,-0.00803           ,-0.00433           ,-0.00580           ,-0.01238           
2478550 ,-0.00738           ,-0.00515           ,-0.00067           ,-0.00753           
2478551 ,-0.00695           ,-0.01025           ,-0.00188           ,-0.00690           
2478552 ,-0.00467           ,-0.00903           ,-0.00150           ,-0.00753           
2478553 ,-0.00075           ,-0.00353           ,0.00055            ,-0.00462           
2478554 ,-0.00172           ,-0.00362           ,-0.00357           ,-0.00748           
2478555 ,-0.00627           ,-0.00535           ,-0.00965           ,-0.01395           
2478556 ,-0.00615           ,-0.00377           ,-0.00550           ,-0.01200           
2478557 ,-0.00625           ,-0.00445           ,-0.00048           ,-0.00715           
2478558 ,-0.00867           ,-0.01125           ,-0.00307           ,-0.00788           
2478559 ,-0.00565           ,-0.00980           ,-0.00255           ,-0.00812           
2478560 ,0.00048            ,-0.00240           ,0.00075            ,-0.00320           
2478561 ,-0.00188           ,-0.00280           ,-0.00403           ,-0.00675           
2478562 ,-0.00688           ,-0.00555           ,-0.01070           ,-0.01380           
2478563 ,-0.00517           ,-0.00262           ,-0.00600           ,-0.01182           
2478564 ,-0.00498           ,-0.00248           ,-0.00012           ,-0.00640           
2478565 ,-0.01050           ,-0.01190           ,-0.00430           ,-0.00850           
2478566 ,-0.00785           ,-0.01158           ,-0.00372           ,-0.00948           
2478567 ,0.00140            ,-0.00217           ,0.00160            ,-0.00272           
2478568 ,-0.00117           ,-0.00278           ,-0.00320           ,-0.00560           
2478569 ,-0.00793           ,-0.00722           ,-0.01198           ,-0.01417           
2478570 ,-0.00517           ,-0.00348           ,-0.00655           ,-0.01260           
2478571 ,-0.00345           ,-0.00210           ,0.00010            ,-0.00567           
2478572 ,-0.01177           ,-0.01303           ,-0.00467           ,-0.00795           
2478573 ,-0.01020           ,-0.01448           ,-0.00557           ,-0.01010           
2478574 ,0.00100            ,-0.00390           ,0.00132            ,-0.00195           
2478575 ,-0.00005           ,-0.00238           ,-0.00225           ,-0.00415           
2478576 ,-0.00850           ,-0.00848           ,-0.01272           ,-0.01475           
2478577 ,-0.00538           ,-0.00483           ,-0.00800           ,-0.01395           
2478578 ,-0.00102           ,-0.00117           ,0.00102            ,-0.00570           
2478579 ,-0.01075           ,-0.01148           ,-0.00350           ,-0.00805           
2478580 ,-0.01260           ,-0.01550           ,-0.00707           ,-0.01208           
2478581 ,-0.00020           ,-0.00433           ,0.00075            ,-0.00293           
2478582 ,0.00127            ,-0.00102           ,-0.00030           ,-0.00333           
2478583 ,-0.00917           ,-0.00848           ,-0.01275           ,-0.01495           
2478584 ,-0.00662           ,-0.00535           ,-0.00977           ,-0.01645           
2478585 ,0.00032            ,-0.00033           ,0.00075            ,-0.00680           
2478586 ,-0.00982           ,-0.01012           ,-0.00312           ,-0.00777           
2478587 ,-0.01608           ,-0.01677           ,-0.00857           ,-0.01372           
2478588 ,-0.00335           ,-0.00550           ,-0.00085           ,-0.00430           
2478589 ,0.00175            ,-0.00010           ,0.00055            ,-0.00228           
2478590 ,-0.00890           ,-0.00843           ,-0.01290           ,-0.01415           
2478591 ,-0.00743           ,-0.00633           ,-0.01153           ,-0.01863           
2478592 ,0.00173            ,0.00010            ,0.00015            ,-0.00772           
2478593 ,-0.00675           ,-0.00825           ,-0.00188           ,-0.00685           
2478594 ,-0.01800           ,-0.01737           ,-0.00877           ,-0.01393           
2478595 ,-0.00660           ,-0.00733           ,-0.00180           ,-0.00588           
