"P0",
635,3.7697
636,3.81755
637,3.77738
638,3.73123
639,3.5981
640,3.70228
641,3.70775
642,3.6629
643,3.62313
644,3.62093
645,3.75327
646,3.72905
647,3.64437
648,3.71169
649,3.73107
650,3.7682
651,3.75448
652,3.78198
653,3.94173
654,3.84387
655,3.78327
656,3.97831
657,4.07108
658,4.11395
659,4.0779
660,4.13464
661,4.06934
662,4.17124
663,4.15729
664,4.29261
665,4.26837
666,4.27675
667,4.3324
668,4.38246
669,4.42973
670,4.45931
671,4.52233
672,4.49107
673,4.48251
674,4.62729
675,4.66265
676,4.65085
677,4.80005
678,4.88662
679,4.83971
680,4.7141
681,4.98131
682,4.96286
683,5.04882
684,5.1946
685,5.19696
686,5.32728
687,5.20707
688,5.28089
689,5.44156
690,5.60082
691,5.65943
692,5.66172
693,5.69874
694,5.8491
695,5.82381
696,5.73956
697,5.82125
698,5.95838
699,6.01609
700,6.02644
701,6.18283
702,6.23254
703,6.22289
704,6.30401
705,6.38333
706,6.44758
707,6.44529
708,6.55336
709,6.54087
710,6.63613
711,6.60834
712,6.63172
713,6.63139
714,6.80743
715,6.72805
716,6.77331
717,6.80458
718,6.86522
719,6.92337
720,6.91965
721,6.93579
722,6.99277
723,6.96082
724,7.08884
725,7.02861
726,7.08876
727,7.18345
728,7.19348
729,7.10107
730,7.20408
731,7.14394
732,7.13893
733,7.21355
734,7.25243
735,7.35578
736,7.31132
737,7.26254
738,7.29449
739,7.3933
740,7.37341
741,7.38875
742,7.38265
743,7.45353
744,7.35741
745,7.33133
746,7.47752
747,7.37257
748,7.3717
749,7.33949
750,7.24545
751,7.29483
752,7.23486
753,7.3693
754,7.34796
755,7.32362
756,7.25206
757,7.22615
758,7.24904
759,7.23582
760,7.16236
761,7.13117
762,7.20319
763,7.17016
764,7.01591
765,7.06442
766,7.04366
767,7.04999
768,7.07245
769,7.05711
770,6.93848
771,6.8799
772,6.88701
773,6.91654
774,6.90264
775,6.82798
776,6.82796
777,6.71791
778,6.69104
779,6.69403
780,6.66172
781,6.55211
782,6.5346
783,6.5364
784,6.49695
785,6.38695
786,6.40193
787,6.45564
788,6.41174
789,6.30496
790,6.25568
791,6.33858
792,6.28866
793,6.25915
794,6.27333
795,6.17956
796,6.22639
797,6.06266
798,6.16705
799,6.17278
800,6.00298
801,6.08148
802,6.07892
803,6.05748
804,5.89306
805,5.85879
806,5.91961
807,5.89662
808,5.85946
809,5.91467
810,5.89646
811,5.82723
812,5.80044
813,5.72458
814,5.69341
815,5.76538
816,5.67256
817,5.64395
818,5.63884
819,5.61091
820,5.73938
821,5.57713
822,5.54467
823,5.53908
824,5.51041
825,5.50095
826,5.59279
827,5.61082
828,5.50932
829,5.5283
830,5.63432
831,5.60294
832,5.58357
833,5.50341
834,5.5568
835,5.5664
836,5.64012
837,5.69318
838,5.59056
839,5.64304
840,5.75582
841,5.67453
842,5.65694
843,5.72528
844,5.74808
845,5.7444
846,5.72376
847,5.79707
848,5.82423
849,5.79194
850,5.81149
851,5.87356
852,5.86343
853,5.88719
854,6.00099
855,5.95899
856,5.94364
857,6.00446
858,6.06366
859,5.95226
860,6.05485
861,6.09636
862,6.14127
863,6.10041
864,6.22028
865,6.15021
866,6.19556
867,6.21644
868,6.31967
869,6.27995
870,6.29111
871,6.41256
872,6.45383
873,6.40505
874,6.4178
875,6.55809
876,6.61913
877,6.58013
878,6.63373
879,6.69274
880,6.76206
881,6.73694
882,6.76794
883,6.89414
884,6.93015
885,6.91958
886,6.96256
887,6.99702
888,7.14911
889,7.16306
890,7.26089
891,7.24835
892,7.25288
893,7.34957
894,7.36937
895,7.5352
896,7.49913
897,7.57441
898,7.61944
899,7.70608
900,7.8004
901,7.76162
902,7.67196
903,7.7984
904,7.84375
905,7.74161
906,7.8154
907,7.98011
908,7.95018
909,7.97965
910,8.04762
911,8.0845
912,8.15322
913,8.14825
914,8.18196
915,8.27403
916,8.29885
917,8.32358
918,8.33548
919,8.29015
920,8.37134
921,8.40628
922,8.35806
923,8.56938
924,8.59223
925,8.45627
926,8.46848
927,8.6528
928,8.63668
929,8.5492
930,8.60969
931,8.65298
932,8.62312
933,8.53326
934,8.50628
935,8.56616
936,8.56436
937,8.532
938,8.48823
939,8.48925
940,8.47439
941,8.46062
942,8.38208
943,8.34172
944,8.47845
945,8.45905
946,8.3444
947,8.33348
948,8.4351
949,8.39963
950,8.26813
951,8.32551
952,8.2904
953,8.25849
954,8.14676
955,8.18576
956,8.20152
957,8.10114
958,8.15874
959,8.06669
960,7.98716
961,7.94422
962,8.09665
963,8.14317
964,7.9443
965,7.89055
966,7.91661
967,7.86657
968,7.78068
969,7.79732
970,7.80935
971,7.77948
972,7.66485
973,7.62958
974,7.59867
975,7.56062
976,7.53312
977,7.57314
978,7.5352
979,7.53297
980,7.58606
981,7.45981
982,7.34351
983,7.32985
984,7.40063
985,7.28292
986,7.27574
987,7.30791
988,7.08903
989,7.0934
990,7.0799
991,7.04592
992,6.94431
993,6.95654
994,6.97778
995,6.8452
996,6.85896
997,6.91997
998,6.75338
999,6.69376
1000,6.73999
