AstroVIEW X
Type, Original
Time, 01/01/2002 12:32:39 AM
Compression, 1
Pre Sample Rate, 2000000
Post Sample Rate, 2000000
Size, 9936
Trigger, 3000001
Recorder Type, DASH 8HF
Amp Type, Isolated, Isolated, Isolated, Isolated
2458980 ,-0.00290           ,-0.01103           ,-0.00693           ,-0.00527           
2458981 ,-0.00098           ,-0.00635           ,-0.00485           ,-0.00625           
2458982 ,0.00353            ,-0.00060           ,0.00125            ,-0.00140           
2458983 ,0.00605            ,0.00715            ,0.00770            ,0.00453            
2458984 ,0.00148            ,0.01058            ,0.00732            ,0.00612            
2458985 ,-0.00265           ,0.00357            ,-0.00090           ,0.00262            
2458986 ,-0.00293           ,-0.00845           ,-0.00590           ,-0.00240           
2458987 ,-0.00372           ,-0.01150           ,-0.00730           ,-0.00577           
2458988 ,-0.00285           ,-0.00707           ,-0.00570           ,-0.00688           
2458989 ,0.00157            ,-0.00105           ,0.00032            ,-0.00205           
2458990 ,0.00593            ,0.00703            ,0.00690            ,0.00425            
2458991 ,0.00420            ,0.01123            ,0.00720            ,0.00678            
2458992 ,-0.00135           ,0.00468            ,-0.00057           ,0.00378            
2458993 ,-0.00315           ,-0.00777           ,-0.00555           ,-0.00188           
2458994 ,-0.00380           ,-0.01172           ,-0.00710           ,-0.00600           
2458995 ,-0.00388           ,-0.00775           ,-0.00575           ,-0.00722           
2458996 ,0.00002            ,-0.00167           ,0.00007            ,-0.00278           
2458997 ,0.00532            ,0.00632            ,0.00635            ,0.00390            
2458998 ,0.00650            ,0.01108            ,0.00707            ,0.00717            
2458999 ,0.00068            ,0.00525            ,0.00037            ,0.00437            
2459000 ,-0.00307           ,-0.00757           ,-0.00422           ,-0.00138           
2459001 ,-0.00485           ,-0.01238           ,-0.00633           ,-0.00605           
2459002 ,-0.00565           ,-0.00853           ,-0.00603           ,-0.00767           
2459003 ,-0.00202           ,-0.00235           ,-0.00070           ,-0.00377           
2459004 ,0.00423            ,0.00578            ,0.00578            ,0.00302            
2459005 ,0.00767            ,0.01123            ,0.00655            ,0.00692            
2459006 ,0.00210            ,0.00645            ,0.00050            ,0.00478            
2459007 ,-0.00335           ,-0.00677           ,-0.00400           ,-0.00133           
2459008 ,-0.00572           ,-0.01238           ,-0.00662           ,-0.00598           
2459009 ,-0.00650           ,-0.00907           ,-0.00635           ,-0.00812           
2459010 ,-0.00333           ,-0.00288           ,-0.00122           ,-0.00448           
2459011 ,0.00340            ,0.00528            ,0.00523            ,0.00262            
2459012 ,0.00875            ,0.01135            ,0.00625            ,0.00728            
2459013 ,0.00475            ,0.00707            ,0.00085            ,0.00562            
2459014 ,-0.00207           ,-0.00603           ,-0.00338           ,0.00012            
2459015 ,-0.00585           ,-0.01227           ,-0.00615           ,-0.00603           
2459016 ,-0.00698           ,-0.00967           ,-0.00640           ,-0.00883           
2459017 ,-0.00515           ,-0.00360           ,-0.00183           ,-0.00515           
2459018 ,0.00143            ,0.00457            ,0.00455            ,0.00218            
2459019 ,0.00850            ,0.01110            ,0.00593            ,0.00753            
2459020 ,0.00762            ,0.00782            ,0.00087            ,0.00650            
2459021 ,-0.00050           ,-0.00472           ,-0.00278           ,0.00073            
2459022 ,-0.00600           ,-0.01165           ,-0.00535           ,-0.00548           
2459023 ,-0.00735           ,-0.00970           ,-0.00565           ,-0.00833           
2459024 ,-0.00598           ,-0.00398           ,-0.00195           ,-0.00625           
2459025 ,0.00032            ,0.00415            ,0.00380            ,0.00100            
2459026 ,0.00842            ,0.01125            ,0.00550            ,0.00662            
2459027 ,0.01015            ,0.00875            ,0.00073            ,0.00648            
2459028 ,0.00150            ,-0.00355           ,-0.00222           ,0.00165            
2459029 ,-0.00583           ,-0.01110           ,-0.00430           ,-0.00490           
2459030 ,-0.00788           ,-0.00977           ,-0.00545           ,-0.00838           
2459031 ,-0.00727           ,-0.00445           ,-0.00178           ,-0.00657           
2459032 ,-0.00133           ,0.00357            ,0.00378            ,0.00062            
2459033 ,0.00785            ,0.01090            ,0.00532            ,0.00667            
2459034 ,0.01198            ,0.00905            ,0.00048            ,0.00707            
2459035 ,0.00362            ,-0.00278           ,-0.00198           ,0.00225            
2459036 ,-0.00543           ,-0.01100           ,-0.00405           ,-0.00448           
2459037 ,-0.00898           ,-0.01058           ,-0.00565           ,-0.00825           
2459038 ,-0.00835           ,-0.00512           ,-0.00220           ,-0.00715           
2459039 ,-0.00325           ,0.00262            ,0.00305            ,-0.00010           
2459040 ,0.00645            ,0.01060            ,0.00455            ,0.00670            
2459041 ,0.01320            ,0.00973            ,0.00018            ,0.00745            
2459042 ,0.00682            ,-0.00140           ,-0.00157           ,0.00312            
2459043 ,-0.00383           ,-0.01025           ,-0.00327           ,-0.00410           
2459044 ,-0.00880           ,-0.01058           ,-0.00495           ,-0.00835           
2459045 ,-0.00893           ,-0.00603           ,-0.00238           ,-0.00795           
2459046 ,-0.00512           ,0.00148            ,0.00277            ,-0.00102           
2459047 ,0.00455            ,0.00990            ,0.00440            ,0.00615            
2459048 ,0.01330            ,0.00983            ,0.00035            ,0.00795            
2459049 ,0.00973            ,-0.00060           ,-0.00122           ,0.00457            
2459050 ,-0.00220           ,-0.00940           ,-0.00230           ,-0.00260           
2459051 ,-0.00850           ,-0.01065           ,-0.00405           ,-0.00788           
2459052 ,-0.00948           ,-0.00683           ,-0.00212           ,-0.00877           
2459053 ,-0.00643           ,0.00048            ,0.00235            ,-0.00215           
2459054 ,0.00232            ,0.00920            ,0.00368            ,0.00528            
2459055 ,0.01248            ,0.00998            ,-0.00043           ,0.00773            
2459056 ,0.01183            ,0.00055            ,-0.00157           ,0.00493            
2459057 ,-0.00055           ,-0.00840           ,-0.00202           ,-0.00130           
2459058 ,-0.00855           ,-0.01025           ,-0.00362           ,-0.00740           
2459059 ,-0.01003           ,-0.00698           ,-0.00217           ,-0.00920           
2459060 ,-0.00775           ,-0.00040           ,0.00205            ,-0.00345           
2459061 ,0.00055            ,0.00830            ,0.00282            ,0.00432            
2459062 ,0.01142            ,0.00962            ,-0.00175           ,0.00705            
2459063 ,0.01360            ,0.00085            ,-0.00235           ,0.00525            
2459064 ,0.00125            ,-0.00748           ,-0.00178           ,-0.00007           
2459065 ,-0.00845           ,-0.00938           ,-0.00298           ,-0.00635           
2459066 ,-0.01053           ,-0.00680           ,-0.00185           ,-0.00958           
2459067 ,-0.00855           ,-0.00122           ,0.00195            ,-0.00455           
2459068 ,-0.00138           ,0.00750            ,0.00255            ,0.00312            
2459069 ,0.01003            ,0.00950            ,-0.00175           ,0.00682            
2459070 ,0.01437            ,0.00168            ,-0.00248           ,0.00580            
2459071 ,0.00415            ,-0.00645           ,-0.00140           ,0.00082            
2459072 ,-0.00757           ,-0.00907           ,-0.00233           ,-0.00548           
2459073 ,-0.01105           ,-0.00688           ,-0.00117           ,-0.00967           
2459074 ,-0.00940           ,-0.00198           ,0.00215            ,-0.00565           
2459075 ,-0.00325           ,0.00657            ,0.00220            ,0.00187            
2459076 ,0.00775            ,0.00903            ,-0.00238           ,0.00618            
2459077 ,0.01405            ,0.00195            ,-0.00293           ,0.00573            
2459078 ,0.00698            ,-0.00588           ,-0.00117           ,0.00180            
2459079 ,-0.00577           ,-0.00820           ,-0.00157           ,-0.00407           
2459080 ,-0.01077           ,-0.00675           ,-0.00070           ,-0.00877           
2459081 ,-0.00935           ,-0.00255           ,0.00212            ,-0.00598           
2459082 ,-0.00425           ,0.00573            ,0.00177            ,0.00110            
2459083 ,0.00598            ,0.00848            ,-0.00270           ,0.00573            
2459084 ,0.01392            ,0.00202            ,-0.00345           ,0.00605            
2459085 ,0.01005            ,-0.00553           ,-0.00135           ,0.00277            
2459086 ,-0.00360           ,-0.00755           ,-0.00102           ,-0.00270           
2459087 ,-0.01020           ,-0.00657           ,0.00007            ,-0.00817           
2459088 ,-0.00962           ,-0.00290           ,0.00220            ,-0.00648           
2459089 ,-0.00540           ,0.00503            ,0.00160            ,-0.00002           
2459090 ,0.00415            ,0.00832            ,-0.00345           ,0.00473            
2459091 ,0.01285            ,0.00227            ,-0.00430           ,0.00575            
2459092 ,0.01173            ,-0.00493           ,-0.00188           ,0.00357            
2459093 ,-0.00122           ,-0.00688           ,-0.00085           ,-0.00155           
2459094 ,-0.01005           ,-0.00620           ,0.00023            ,-0.00760           
2459095 ,-0.01045           ,-0.00322           ,0.00232            ,-0.00720           
2459096 ,-0.00670           ,0.00450            ,0.00123            ,-0.00100           
2459097 ,0.00210            ,0.00760            ,-0.00425           ,0.00405            
2459098 ,0.01130            ,0.00265            ,-0.00520           ,0.00548            
2459099 ,0.01255            ,-0.00412           ,-0.00243           ,0.00407            
2459100 ,0.00118            ,-0.00565           ,-0.00065           ,-0.00010           
2459101 ,-0.00925           ,-0.00535           ,0.00087            ,-0.00662           
2459102 ,-0.01075           ,-0.00305           ,0.00282            ,-0.00777           
2459103 ,-0.00733           ,0.00368            ,0.00132            ,-0.00225           
2459104 ,0.00037            ,0.00680            ,-0.00457           ,0.00285            
2459105 ,0.00958            ,0.00200            ,-0.00553           ,0.00480            
2459106 ,0.01270            ,-0.00445           ,-0.00265           ,0.00382            
2459107 ,0.00370            ,-0.00567           ,-0.00033           ,0.00068            
2459108 ,-0.00757           ,-0.00495           ,0.00170            ,-0.00548           
2459109 ,-0.01038           ,-0.00338           ,0.00380            ,-0.00727           
2459110 ,-0.00753           ,0.00275            ,0.00182            ,-0.00305           
2459111 ,-0.00110           ,0.00605            ,-0.00462           ,0.00193            
2459112 ,0.00773            ,0.00168            ,-0.00620           ,0.00395            
2459113 ,0.01260            ,-0.00470           ,-0.00333           ,0.00390            
2459114 ,0.00678            ,-0.00525           ,-0.00045           ,0.00150            
2459115 ,-0.00567           ,-0.00420           ,0.00223            ,-0.00403           
2459116 ,-0.01035           ,-0.00325           ,0.00425            ,-0.00703           
2459117 ,-0.00822           ,0.00210            ,0.00202            ,-0.00355           
2459118 ,-0.00280           ,0.00537            ,-0.00465           ,0.00125            
2459119 ,0.00550            ,0.00168            ,-0.00672           ,0.00330            
2459120 ,0.01167            ,-0.00448           ,-0.00372           ,0.00390            
2459121 ,0.00903            ,-0.00472           ,-0.00030           ,0.00198            
2459122 ,-0.00285           ,-0.00353           ,0.00280            ,-0.00295           
2459123 ,-0.00920           ,-0.00293           ,0.00528            ,-0.00665           
2459124 ,-0.00793           ,0.00152            ,0.00290            ,-0.00412           
2459125 ,-0.00345           ,0.00450            ,-0.00443           ,0.00035            
2459126 ,0.00357            ,0.00140            ,-0.00712           ,0.00280            
2459127 ,0.00990            ,-0.00448           ,-0.00415           ,0.00403            
2459128 ,0.00970            ,-0.00445           ,-0.00065           ,0.00312            
2459129 ,-0.00048           ,-0.00257           ,0.00320            ,-0.00098           
2459130 ,-0.00848           ,-0.00207           ,0.00603            ,-0.00605           
2459131 ,-0.00835           ,0.00157            ,0.00318            ,-0.00472           
2459132 ,-0.00415           ,0.00443            ,-0.00467           ,-0.00070           
2459133 ,0.00162            ,0.00127            ,-0.00788           ,0.00223            
2459134 ,0.00805            ,-0.00450           ,-0.00512           ,0.00387            
2459135 ,0.00970            ,-0.00407           ,-0.00120           ,0.00403            
2459136 ,0.00180            ,-0.00178           ,0.00320            ,0.00050            
2459137 ,-0.00757           ,-0.00145           ,0.00707            ,-0.00495           
2459138 ,-0.00903           ,0.00125            ,0.00455            ,-0.00493           
2459139 ,-0.00545           ,0.00362            ,-0.00453           ,-0.00128           
2459140 ,-0.00038           ,0.00060            ,-0.00857           ,0.00127            
2459141 ,0.00612            ,-0.00503           ,-0.00580           ,0.00348            
2459142 ,0.00933            ,-0.00443           ,-0.00190           ,0.00428            
2459143 ,0.00445            ,-0.00105           ,0.00302            ,0.00162            
2459144 ,-0.00575           ,-0.00038           ,0.00785            ,-0.00390           
2459145 ,-0.00840           ,0.00180            ,0.00520            ,-0.00503           
2459146 ,-0.00550           ,0.00355            ,-0.00433           ,-0.00238           
2459147 ,-0.00183           ,0.00045            ,-0.00875           ,0.00002            
2459148 ,0.00407            ,-0.00522           ,-0.00625           ,0.00270            
2459149 ,0.00857            ,-0.00415           ,-0.00262           ,0.00415            
2459150 ,0.00642            ,-0.00065           ,0.00245            ,0.00275            
2459151 ,-0.00288           ,0.00050            ,0.00755            ,-0.00262           
2459152 ,-0.00743           ,0.00198            ,0.00528            ,-0.00477           
2459153 ,-0.00590           ,0.00307            ,-0.00412           ,-0.00305           
2459154 ,-0.00280           ,-0.00048           ,-0.00912           ,-0.00125           
2459155 ,0.00200            ,-0.00607           ,-0.00753           ,0.00177            
2459156 ,0.00710            ,-0.00498           ,-0.00317           ,0.00412            
2459157 ,0.00795            ,-0.00072           ,0.00220            ,0.00335            
2459158 ,-0.00012           ,0.00098            ,0.00835            ,-0.00140           
2459159 ,-0.00630           ,0.00235            ,0.00640            ,-0.00435           
2459160 ,-0.00570           ,0.00293            ,-0.00375           ,-0.00377           
2459161 ,-0.00310           ,-0.00067           ,-0.00970           ,-0.00210           
2459162 ,0.00040            ,-0.00670           ,-0.00838           ,0.00073            
2459163 ,0.00530            ,-0.00548           ,-0.00425           ,0.00365            
2459164 ,0.00775            ,-0.00062           ,0.00160            ,0.00370            
2459165 ,0.00227            ,0.00198            ,0.00835            ,-0.00062           
2459166 ,-0.00557           ,0.00307            ,0.00710            ,-0.00388           
2459167 ,-0.00612           ,0.00290            ,-0.00290           ,-0.00427           
2459168 ,-0.00395           ,-0.00102           ,-0.00950           ,-0.00310           
2459169 ,-0.00133           ,-0.00745           ,-0.00865           ,0.00005            
2459170 ,0.00330            ,-0.00627           ,-0.00490           ,0.00325            
2459171 ,0.00728            ,-0.00085           ,0.00082            ,0.00412            
2459172 ,0.00453            ,0.00235            ,0.00823            ,0.00027            
2459173 ,-0.00415           ,0.00360            ,0.00823            ,-0.00357           
2459174 ,-0.00660           ,0.00350            ,-0.00183           ,-0.00440           
2459175 ,-0.00505           ,-0.00075           ,-0.00875           ,-0.00393           
2459176 ,-0.00312           ,-0.00767           ,-0.00838           ,-0.00105           
2459177 ,0.00120            ,-0.00670           ,-0.00480           ,0.00307            
2459178 ,0.00648            ,-0.00083           ,0.00112            ,0.00450            
2459179 ,0.00655            ,0.00273            ,0.00860            ,0.00125            
2459180 ,-0.00162           ,0.00393            ,0.00923            ,-0.00243           
2459181 ,-0.00593           ,0.00340            ,-0.00080           ,-0.00407           
2459182 ,-0.00550           ,-0.00150           ,-0.00857           ,-0.00455           
2459183 ,-0.00422           ,-0.00845           ,-0.00872           ,-0.00207           
2459184 ,-0.00067           ,-0.00775           ,-0.00550           ,0.00190            
2459185 ,0.00493            ,-0.00148           ,0.00007            ,0.00437            
2459186 ,0.00782            ,0.00300            ,0.00817            ,0.00195            
2459187 ,0.00140            ,0.00465            ,0.00945            ,-0.00167           
2459188 ,-0.00460           ,0.00387            ,-0.00035           ,-0.00412           
2459189 ,-0.00530           ,-0.00122           ,-0.00877           ,-0.00540           
2459190 ,-0.00493           ,-0.00860           ,-0.00925           ,-0.00343           
2459191 ,-0.00245           ,-0.00820           ,-0.00643           ,0.00110            
2459192 ,0.00362            ,-0.00190           ,-0.00078           ,0.00432            
2459193 ,0.00857            ,0.00332            ,0.00775            ,0.00268            
2459194 ,0.00445            ,0.00570            ,0.00960            ,-0.00100           
2459195 ,-0.00278           ,0.00475            ,0.00043            ,-0.00395           
2459196 ,-0.00493           ,-0.00140           ,-0.00805           ,-0.00577           
2459197 ,-0.00483           ,-0.00922           ,-0.00917           ,-0.00410           
2459198 ,-0.00380           ,-0.00988           ,-0.00680           ,0.00020            
2459199 ,0.00187            ,-0.00335           ,-0.00175           ,0.00390            
2459200 ,0.00870            ,0.00285            ,0.00700            ,0.00340            
2459201 ,0.00742            ,0.00568            ,0.00967            ,-0.00015           
2459202 ,-0.00128           ,0.00515            ,0.00148            ,-0.00312           
2459203 ,-0.00553           ,-0.00130           ,-0.00722           ,-0.00593           
2459204 ,-0.00577           ,-0.00980           ,-0.00885           ,-0.00517           
2459205 ,-0.00557           ,-0.01045           ,-0.00703           ,-0.00080           
2459206 ,-0.00015           ,-0.00317           ,-0.00185           ,0.00318            
2459207 ,0.00755            ,0.00325            ,0.00673            ,0.00360            
2459208 ,0.00920            ,0.00637            ,0.01020            ,0.00040            
2459209 ,0.00073            ,0.00665            ,0.00252            ,-0.00255           
2459210 ,-0.00490           ,0.00015            ,-0.00653           ,-0.00562           
2459211 ,-0.00630           ,-0.00953           ,-0.00893           ,-0.00575           
2459212 ,-0.00662           ,-0.01053           ,-0.00740           ,-0.00167           
2459213 ,-0.00202           ,-0.00420           ,-0.00290           ,0.00328            
2459214 ,0.00623            ,0.00290            ,0.00582            ,0.00468            
2459215 ,0.01087            ,0.00673            ,0.00955            ,0.00182            
2459216 ,0.00387            ,0.00767            ,0.00285            ,-0.00102           
2459217 ,-0.00370           ,0.00085            ,-0.00575           ,-0.00483           
2459218 ,-0.00660           ,-0.00930           ,-0.00860           ,-0.00590           
2459219 ,-0.00753           ,-0.01167           ,-0.00762           ,-0.00198           
2459220 ,-0.00410           ,-0.00505           ,-0.00327           ,0.00290            
2459221 ,0.00457            ,0.00237            ,0.00545            ,0.00500            
2459222 ,0.01183            ,0.00703            ,0.00987            ,0.00268            
2459223 ,0.00737            ,0.00792            ,0.00405            ,-0.00012           
2459224 ,-0.00198           ,0.00102            ,-0.00420           ,-0.00448           
2459225 ,-0.00635           ,-0.00988           ,-0.00760           ,-0.00657           
2459226 ,-0.00790           ,-0.01288           ,-0.00743           ,-0.00330           
2459227 ,-0.00598           ,-0.00593           ,-0.00380           ,0.00202            
2459228 ,0.00243            ,0.00200            ,0.00453            ,0.00493            
2459229 ,0.01162            ,0.00687            ,0.00890            ,0.00277            
2459230 ,0.01010            ,0.00892            ,0.00378            ,0.00027            
